Start,Destination,Via Road,Distance (km),Signals,Congestion Count,Waterlogging Count,Congestion Points,Waterlogging Points,Route Type,Time (Car),Time (Bike),Time (Cycle),Time (Bus),Expense (Car),Expense (Bike),Expense (Cycle),Expense (Bus),Pollution (Car),Pollution (Bike),Pollution (Cycle),Pollution (Bus),Total Time
"Rithala, Delhi","Chhatarpur, Delhi",Mathura Road,40.4,12,4,1,"Yusuf Sarai Market, Mukraba to Madhuban Chowk, Dwarka Link Road, Kalindi Kunj Road",Outer Ring Road,Internal Road,110.03,87.43,196.83,100.75,302.37,174.86,0.4,17.75,694.72,471.72,-0.19,552.22,39.693333333333335
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Mathura Road,46.49,7,4,3,"Adchini Village, Britannia Chowk, Lala Lajpat Rai Marg near CGO Complex, Yusuf Sarai Market","Ashoka Road, Aurobindo Marg, Africa Avenue Road",Internal Road,123.81,99.16,220.29,115.67,336.96,194.82,0.46,19.57,752.99,531.88,0.1,613.25,50.099333333333334
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Outer Ring Road,26.25,9,1,1,Under IIT Flyover,Ring Road,Main Road,67.47,52.55,124.47,60.72,196.08,110.89,0.26,15.59,457.93,319.31,-0.23,386.79,29.75
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Outer Ring Road,44.47,11,4,2,"Rohini West Metro Station, Yusuf Sarai Market, Ashram Chowk, Kashmiri Gate Ring Road","GT Road, Akbar Road",Internal Road,120.5,96.06,214.94,110.88,324.14,192.38,0.44,21.3,721.95,477.06,0.21,606.16,44.964666666666666
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",DND Flyway,20.24,8,2,2,"MB Road (Saket Metro to Khanpur), Rohini West Metro Station","Kanjhawala Road, Akbar Road",Internal Road,61.39,49.67,105.87,55.95,154.75,89.16,0.2,13.22,358.74,260.79,-0.49,298.12,37.349333333333334
"Laxmi Nagar, Delhi","Dwarka, Delhi",Outer Ring Road,43.56,12,1,3,Dwarka Link Road,"Kanjhawala Road, SSN Marg, Ring Road",Highway,110.16,85.97,203.28,100.68,317.78,182.23,0.44,23.74,744.45,495.06,-0.05,601.47,40.903999999999996
"Laxmi Nagar, Delhi","Dwarka, Delhi",Mathura Road,48.39,10,3,2,"MB Road (Saket Metro to Khanpur), Britannia Chowk, Mukraba to Madhuban Chowk","Shankar Road, Kanjhawala Road",Highway,123.83,97.64,225.61,113.73,357.99,198.59,0.48,22.47,786.41,527.95,-0.21,624.63,42.226
"Laxmi Nagar, Delhi","Dwarka, Delhi",NH44,20.84,9,4,1,"Azadpur Flyover, Mukraba to Madhuban Chowk, Rohini West Metro Station, Peera Garhi Chowk",Aurobindo Marg,Main Road,68.84,56.63,115.03,62.58,160.08,89.47,0.21,11.55,379.24,256.95,-0.12,312.14,38.38933333333333
"Laxmi Nagar, Delhi","Dwarka, Delhi",Barapullah Corridor,47.53,12,4,1,"Lala Lajpat Rai Marg near CGO Complex, Kalindi Kunj Road, Captain Gaud Marg, Britannia Chowk",Kanjhawala Road,Internal Road,124.61,98.44,225.67,114.12,346.98,196.43,0.48,33.66,781.88,536.02,0.23,636.62,40.16866666666667
"Laxmi Nagar, Delhi","Dwarka, Delhi",Rohtak Road,11.98,9,3,1,"Mukraba to Madhuban Chowk, Rohini West Metro Station, Under IIT Flyover",Ashoka Road,Highway,47.3,39.5,75.75,41.96,98.07,60.3,0.12,18.43,239.23,182.44,0.33,220.21,34.79866666666666
"Rithala, Delhi","Chhatarpur, Delhi",Mehrauli-Gurgaon Road,36.49,6,1,1,Adchini Village,Aurobindo Marg,Internal Road,85.2,65.75,161.18,78.42,274.14,160.58,0.36,23.41,631.96,411.92,0.15,485.45,30.432666666666666
"Rithala, Delhi","Chhatarpur, Delhi",NH48,41.89,7,1,3,Captain Gaud Marg,"Dwarka Link Road, Ring Road, Choudhary Fateh Singh Marg",Internal Road,102.88,80.53,190.16,95.04,312.84,177.69,0.42,24.64,724.93,486.96,-0.14,547.98,40.79266666666666
"Rithala, Delhi","Chhatarpur, Delhi",NH48,30.11,7,3,3,"Kalindi Kunj Road, Mukraba to Madhuban Chowk, Lala Lajpat Rai Marg near CGO Complex","Outer Ring Road, Ashoka Road, Anuvrat Marg",Internal Road,87.34,70.88,151.06,80.96,229.96,130.84,0.3,11.65,551.63,340.98,-0.43,436.16,46.007333333333335
"Rithala, Delhi","Chhatarpur, Delhi",Mehrauli-Gurgaon Road,34.71,5,1,1,Adchini Village,GT Road,Internal Road,80.78,62.43,152.71,74.58,255.93,146.89,0.35,18.24,581.68,377.56,0.3,495.94,30.314
"South Extension, Delhi","Bhikaji Cama Place, Delhi",NH48,21.96,11,2,2,"Captain Gaud Marg, Ashram Chowk","Najafgarh Road, Akbar Road",Main Road,67.32,54.14,116.74,60.68,168.26,97.51,0.22,17.37,393.54,250.68,0.46,311.71,37.464
"South Extension, Delhi","Bhikaji Cama Place, Delhi",DND Flyway,10.46,6,1,3,Rohini West Metro Station,"Africa Avenue Road, Ashoka Road, Aurobindo Marg",Main Road,38.81,32.38,62.73,35.61,83.87,56.25,0.1,7.92,231.86,154.96,0.46,196.74,38.69733333333333
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Mehrauli-Gurgaon Road,24.82,7,1,1,Dwarka Link Road,Kanjhawala Road,Internal Road,62.58,48.77,115.72,57.04,186.53,110.81,0.25,20.35,444.46,301.82,0.09,374.09,29.654666666666667
"South Extension, Delhi","Bhikaji Cama Place, Delhi",NH48,29.86,11,2,3,"Azadpur Flyover, Rohini West Metro Station","Dwarka Link Road, Anuvrat Marg, Mathura Road",Internal Road,86.25,69.12,151.47,78.49,227.31,134.23,0.3,13.72,507.07,345.05,0.2,437.15,42.99066666666667
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Vikas Marg,45.61,7,2,1,"Rohini West Metro Station, Britannia Chowk",Kanjhawala Road,Internal Road,108.31,84.11,203.03,100.02,332.39,195.08,0.46,26.8,750.45,494.41,-0.1,626.96,34.04066666666667
"Daryaganj, Delhi","Tughlaqabad, Delhi",Mehrauli-Gurgaon Road,37.0,11,4,3,"MB Road (Saket Metro to Khanpur), Britannia Chowk, Ashram Chowk, Mukraba to Madhuban Chowk","Najafgarh Road, Ashoka Road, Ring Road",Highway,108.56,87.86,188.06,99.88,274.24,155.06,0.37,20.24,624.14,428.67,-0.26,504.03,49.46666666666667
"Daryaganj, Delhi","Tughlaqabad, Delhi",NH48,47.72,10,4,2,"Kashmiri Gate Ring Road, Britannia Chowk, Ashram Chowk, NH-48 Gurugram Border","Kanjhawala Road, Aurobindo Marg",Internal Road,126.02,100.16,226.45,116.47,349.93,196.09,0.48,33.15,796.81,540.18,-0.1,645.42,45.181333333333335
"Daryaganj, Delhi","Tughlaqabad, Delhi",Mehrauli-Gurgaon Road,47.74,5,4,1,"Lala Lajpat Rai Marg near CGO Complex, Kalindi Kunj Road, Peera Garhi Chowk, NH-48 Gurugram Border",Ashoka Road,Highway,118.84,93.97,216.82,111.01,353.56,204.02,0.48,22.19,767.49,535.85,-0.03,641.93,40.18266666666666
"Daryaganj, Delhi","Tughlaqabad, Delhi",NH44,12.12,10,4,3,"Peera Garhi Chowk, Mukraba to Madhuban Chowk, Under IIT Flyover, Lala Lajpat Rai Marg near CGO Complex","Kanjhawala Road, Boulevard Road, Choudhary Fateh Singh Marg",Internal Road,58.14,50.09,87.38,52.72,100.28,61.94,0.12,14.44,277.35,174.61,0.26,215.21,47.808
"Daryaganj, Delhi","Tughlaqabad, Delhi",Najafgarh Road,34.55,9,1,2,Ashram Chowk,"Mathura Road, Aurobindo Marg",Internal Road,87.11,68.04,160.71,79.28,260.78,148.81,0.35,22.57,575.67,399.39,-0.31,476.54,35.303333333333335
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Mehrauli-Gurgaon Road,20.55,10,4,3,"Ashram Chowk, Peera Garhi Chowk, Britannia Chowk, Adchini Village","Ashoka Road, Shankar Road, Mathura Road",Highway,74.95,62.68,121.05,68.53,162.59,87.8,0.21,21.14,407.9,239.5,-0.44,321.27,48.370000000000005
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",NH44,49.51,7,3,1,"Kalindi Kunj Road, Dwarka Link Road, Yusuf Sarai Market",Dwarka Link Road,Internal Road,120.35,94.19,222.87,111.33,358.17,212.71,0.5,15.51,813.12,549.18,-0.3,672.45,37.300666666666665
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Barapullah Corridor,32.98,12,1,2,Britannia Chowk,"Dwarka Link Road, SSN Marg",Main Road,86.43,67.54,158.39,77.84,241.3,146.13,0.33,14.74,553.58,391.21,0.37,436.52,35.19866666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Rohtak Road,6.94,9,4,2,"Britannia Chowk, Captain Gaud Marg, Lala Lajpat Rai Marg near CGO Complex, Adchini Village","Dwarka Link Road, Outer Ring Road",Highway,43.89,38.62,62.28,39.51,65.94,32.83,0.07,15.33,195.79,138.02,0.34,146.33,42.462666666666664
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Mathura Road,13.63,6,2,3,"Lala Lajpat Rai Marg near CGO Complex, Yusuf Sarai Market","Anuvrat Marg, SSN Marg, Africa Avenue Road",Internal Road,49.59,41.58,79.85,45.56,113.21,62.27,0.14,19.56,295.99,169.65,0.01,240.89,41.90866666666666
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Outer Ring Road,12.26,11,4,2,"Lala Lajpat Rai Marg near CGO Complex, Ashram Chowk, Rohini West Metro Station, Adchini Village","Aurobindo Marg, Choudhary Fateh Singh Marg",Internal Road,55.91,47.59,85.94,50.49,96.23,61.21,0.12,19.47,245.93,174.42,0.3,195.6,42.81733333333334
"Punjabi Bagh, Delhi","Wazirabad, Delhi",DND Flyway,35.53,9,3,3,"Ashram Chowk, Captain Gaud Marg, Yusuf Sarai Market","Tilak Marg, Najafgarh Road, Mathura Road",Highway,99.64,80.07,175.19,92.12,265.79,149.49,0.36,20.8,619.41,414.8,-0.23,471.11,46.36866666666667
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Vikas Marg,26.93,11,3,1,"MB Road (Saket Metro to Khanpur), Azadpur Flyover, NH-48 Gurugram Border",Shankar Road,Main Road,78.95,63.28,138.31,70.99,205.38,117.43,0.27,20.32,500.1,313.49,-0.28,382.09,35.79533333333333
"Pitampura, Delhi","Janakpuri, Delhi",Vikas Marg,22.87,8,2,3,"NH-48 Gurugram Border, Lala Lajpat Rai Marg near CGO Complex","Ring Road, Mathura Road, Africa Avenue Road",Main Road,70.01,56.98,119.75,63.88,171.74,104.55,0.23,27.5,396.11,291.01,0.4,317.15,42.52466666666667
"Pitampura, Delhi","Janakpuri, Delhi",Najafgarh Road,19.93,5,4,3,"Mukraba to Madhuban Chowk, NH-48 Gurugram Border, Peera Garhi Chowk, Azadpur Flyover","Ashoka Road, Shankar Road, Kanjhawala Road",Highway,69.41,58.45,111.77,64.87,155.59,92.22,0.2,19.99,373.7,264.76,-0.15,316.94,48.32866666666666
"Pitampura, Delhi","Janakpuri, Delhi",Vikas Marg,27.27,6,3,1,"Under IIT Flyover, NH-48 Gurugram Border, Britannia Chowk",GT Road,Internal Road,74.72,59.89,132.26,69.13,205.18,122.22,0.27,14.07,459.39,330.62,0.26,381.48,35.818
"Pitampura, Delhi","Janakpuri, Delhi",NH44,39.11,10,4,2,"Kalindi Kunj Road, Ashram Chowk, Lala Lajpat Rai Marg near CGO Complex, Dwarka Link Road","Choudhary Fateh Singh Marg, SSN Marg",Main Road,109.04,87.48,192.26,100.33,289.57,162.48,0.39,21.9,682.81,446.24,-0.45,535.59,44.60733333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Najafgarh Road,10.41,6,2,2,"Azadpur Flyover, Kashmiri Gate Ring Road","Kanjhawala Road, Mathura Road",Highway,39.88,33.47,63.7,36.52,85.55,52.5,0.1,12.63,234.7,172.7,-0.48,196.63,36.694
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Outer Ring Road,15.01,5,1,1,Britannia Chowk,Najafgarh Road,Highway,41.21,32.7,73.73,37.64,124.99,72.99,0.15,20.79,318.24,212.79,0.46,246.87,29.000666666666667
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Mehrauli-Gurgaon Road,30.17,10,3,1,"Peera Garhi Chowk, Mukraba to Madhuban Chowk, Lala Lajpat Rai Marg near CGO Complex",Outer Ring Road,Main Road,83.94,66.85,149.28,76.57,225.84,134.8,0.3,20.48,541.88,333.81,0.4,438.95,36.01133333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Rohtak Road,21.25,11,2,1,"Azadpur Flyover, Mukraba to Madhuban Chowk",Shankar Road,Main Road,62.88,50.05,110.88,56.34,163.52,94.1,0.21,10.05,369.16,261.65,-0.31,321.11,32.41666666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",DND Flyway,38.12,10,3,2,"Captain Gaud Marg, Mukraba to Madhuban Chowk, Ashram Chowk","SSN Marg, Outer Ring Road",Highway,102.81,81.75,184.05,94.47,279.03,157.67,0.38,22.21,624.61,435.52,0.08,532.27,41.541333333333334
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Najafgarh Road,23.69,7,3,2,"Britannia Chowk, Kashmiri Gate Ring Road, Ashram Chowk","SSN Marg, Akbar Road",Internal Road,71.52,58.27,122.4,65.92,181.9,106.31,0.24,26.18,425.13,281.02,-0.39,359.17,40.57933333333334
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Mehrauli-Gurgaon Road,34.75,9,2,3,"Lala Lajpat Rai Marg near CGO Complex, MB Road (Saket Metro to Khanpur)","Akbar Road, Ring Road, Shankar Road",Highway,94.45,75.28,168.46,86.66,259.52,144.37,0.35,19.99,585.95,402.15,-0.44,494.84,43.31666666666666
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Mathura Road,22.01,10,1,1,Kashmiri Gate Ring Road,Akbar Road,Highway,59.9,46.89,108.92,53.27,169.01,96.7,0.22,23.99,403.71,277.53,-0.03,316.56,29.467333333333332
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",NH48,16.33,6,3,3,"Barapullah Flyover, Rohini West Metro Station, Ashram Chowk","Aurobindo Marg, Boulevard Road, Akbar Road",Main Road,58.83,49.47,94.49,54.62,134.25,75.89,0.16,27.83,312.24,197.19,-0.21,241.65,45.08866666666667
"Kalkaji, Delhi","RK Puram, Delhi",Mehrauli-Gurgaon Road,19.66,8,3,1,"Captain Gaud Marg, Kalindi Kunj Road, Barapullah Flyover",Aurobindo Marg,Main Road,61.55,50.12,104.87,55.86,156.43,92.58,0.2,24.82,380.6,228.11,-0.22,308.63,35.31066666666666
"Kalkaji, Delhi","RK Puram, Delhi",Barapullah Corridor,17.55,10,4,1,"Barapullah Flyover, Lala Lajpat Rai Marg near CGO Complex, Dwarka Link Road, MB Road (Saket Metro to Khanpur)",Choudhary Fateh Singh Marg,Internal Road,62.55,51.78,102.65,56.91,134.82,77.34,0.18,14.88,358.5,212.88,0.2,280.65,38.17
"Kalkaji, Delhi","RK Puram, Delhi",Rohtak Road,43.68,5,1,2,Dwarka Link Road,"Najafgarh Road, Africa Avenue Road",Highway,101.67,78.83,191.53,94.4,321.41,185.78,0.44,13.82,718.84,483.76,0.35,599.77,35.912
"Kalkaji, Delhi","RK Puram, Delhi",NH48,38.99,8,4,1,"MB Road (Saket Metro to Khanpur), Mukraba to Madhuban Chowk, Rohini West Metro Station, Azadpur Flyover",Outer Ring Road,Internal Road,103.85,82.75,185.83,96.11,292.77,164.64,0.39,27.24,675.25,442.27,-0.34,525.37,39.599333333333334
"Kalkaji, Delhi","RK Puram, Delhi",Mehrauli-Gurgaon Road,10.43,8,4,1,"Barapullah Flyover, MB Road (Saket Metro to Khanpur), Under IIT Flyover, Rohini West Metro Station",Boulevard Road,Main Road,46.77,39.95,71.62,42.56,83.42,46.99,0.1,23.49,216.5,160.76,-0.3,182.2,37.69533333333334
"Govindpuri, Delhi","Seelampur, Delhi",Najafgarh Road,23.08,7,3,1,"Ashram Chowk, Kashmiri Gate Ring Road, MB Road (Saket Metro to Khanpur)",Anuvrat Marg,Highway,67.25,54.31,116.91,61.77,175.11,104.2,0.23,28.09,416.68,279.85,0.21,353.34,35.53866666666667
"Govindpuri, Delhi","Seelampur, Delhi",Outer Ring Road,44.98,9,1,2,Azadpur Flyover,"GT Road, Kanjhawala Road",Highway,108.11,83.82,202.57,98.84,325.25,188.3,0.45,22.74,740.32,501.74,0.44,612.73,35.998666666666665
"Govindpuri, Delhi","Seelampur, Delhi",Najafgarh Road,37.33,11,3,2,"Dwarka Link Road, Rohini West Metro Station, Kashmiri Gate Ring Road","Anuvrat Marg, Outer Ring Road",Internal Road,102.3,81.44,182.47,93.49,274.99,159.53,0.37,14.9,624.21,439.12,0.4,518.7,41.48866666666667
"Govindpuri, Delhi","Seelampur, Delhi",NH48,7.37,11,4,2,"Under IIT Flyover, Barapullah Flyover, MB Road (Saket Metro to Khanpur), Rohini West Metro Station","Mathura Road, Kanjhawala Road",Internal Road,46.4,40.52,66.64,41.32,67.68,39.23,0.07,12.33,179.55,132.07,0.26,138.49,42.49133333333333
"Govindpuri, Delhi","Seelampur, Delhi",Outer Ring Road,5.31,7,1,2,Kashmiri Gate Ring Road,"Akbar Road, Dwarka Link Road",Highway,26.97,22.91,41.09,23.46,50.59,33.14,0.05,12.88,148.27,105.86,-0.45,143.24,33.354
"Govindpuri, Delhi","Seelampur, Delhi",Mehrauli-Gurgaon Road,21.25,10,4,1,"NH-48 Gurugram Border, MB Road (Saket Metro to Khanpur), Mukraba to Madhuban Chowk, Adchini Village",Ring Road,Main Road,70.66,58.04,118.17,63.84,162.54,91.23,0.21,14.34,405.82,253.93,0.48,334.08,38.41666666666667
"Govindpuri, Delhi","Seelampur, Delhi",NH48,34.35,6,3,2,"MB Road (Saket Metro to Khanpur), Azadpur Flyover, Captain Gaud Marg","Aurobindo Marg, Shankar Road",Highway,91.67,73.3,163.38,85.41,258.87,146.14,0.34,28.46,588.15,388.92,0.02,462.9,41.29
"Govindpuri, Delhi","Seelampur, Delhi",Barapullah Corridor,17.56,9,1,2,Barapullah Flyover,"Anuvrat Marg, Akbar Road",Highway,52.7,42.12,92.32,47.42,134.68,84.68,0.18,21.9,322.52,239.45,0.05,289.46,34.17066666666666
"Govindpuri, Delhi","Seelampur, Delhi",Najafgarh Road,23.01,8,3,1,"Dwarka Link Road, Peera Garhi Chowk, Ashram Chowk",Dwarka Link Road,Main Road,68.06,54.95,118.08,62.14,180.89,105.14,0.23,25.31,415.2,284.39,-0.47,354.05,35.534
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Rohtak Road,47.34,11,1,2,Rohini West Metro Station,"Boulevard Road, Aurobindo Marg",Highway,114.12,88.26,214.31,104.26,342.06,199.14,0.47,20.67,787.42,518.92,-0.1,644.71,36.156
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Mathura Road,41.75,12,1,3,Under IIT Flyover,"Aurobindo Marg, Shankar Road, Najafgarh Road",Main Road,107.05,83.77,196.54,97.28,303.22,175.43,0.42,24.23,682.17,474.3,-0.07,557.83,40.78333333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Barapullah Corridor,28.52,11,2,2,"Captain Gaud Marg, Under IIT Flyover","Tilak Marg, Akbar Road",Highway,80.47,64.0,143.0,72.97,219.36,124.58,0.29,19.11,517.03,342.24,0.32,404.44,37.90133333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Outer Ring Road,46.47,8,2,3,"MB Road (Saket Metro to Khanpur), Rohini West Metro Station","Outer Ring Road, Mathura Road, Ring Road",Main Road,116.7,91.87,213.64,108.13,337.43,196.69,0.46,33.77,761.28,506.97,0.39,602.43,44.098
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Mathura Road,28.04,5,2,1,"Ashram Chowk, NH-48 Gurugram Border",Akbar Road,Main Road,71.22,56.2,129.8,66.07,207.54,119.56,0.28,12.75,514.09,334.66,-0.25,411.49,32.86933333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Najafgarh Road,6.42,8,1,3,Mukraba to Madhuban Chowk,"Najafgarh Road, Tilak Marg, Boulevard Road",Main Road,32.66,27.86,49.5,29.04,57.28,30.83,0.06,13.15,170.14,131.11,0.42,123.32,38.428
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Barapullah Corridor,19.48,5,2,3,"Kalindi Kunj Road, Captain Gaud Marg","Anuvrat Marg, SSN Marg, Mathura Road",Internal Road,60.38,49.64,101.84,56.02,154.02,89.51,0.19,12.71,354.59,239.6,0.32,278.54,42.29866666666666
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Najafgarh Road,16.59,12,2,2,"Azadpur Flyover, Yusuf Sarai Market","Ashoka Road, SSN Marg",Highway,57.88,47.18,97.06,51.11,134.32,78.15,0.17,9.43,327.86,204.29,0.04,274.65,37.106
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Rohtak Road,22.02,9,4,1,"Barapullah Flyover, Rohini West Metro Station, Dwarka Link Road, Ashram Chowk",Africa Avenue Road,Highway,70.99,58.18,119.53,64.79,174.02,93.91,0.22,11.09,401.96,288.09,-0.19,338.22,38.468
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Najafgarh Road,23.81,7,3,1,"Ashram Chowk, Kashmiri Gate Ring Road, Lala Lajpat Rai Marg near CGO Complex",Africa Avenue Road,Highway,68.46,55.15,119.58,63.14,185.61,101.78,0.24,15.65,431.84,295.18,-0.15,357.48,35.58733333333333
"Punjabi Bagh, Delhi","Wazirabad, Delhi",DND Flyway,19.09,11,1,3,Azadpur Flyover,"Ashoka Road, Kanjhawala Road, GT Road",Highway,61.13,49.38,104.81,54.29,150.51,87.0,0.19,24.54,337.27,254.08,-0.34,301.83,39.272666666666666
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Vikas Marg,12.64,11,3,2,"Rohini West Metro Station, Britannia Chowk, Yusuf Sarai Market","Kanjhawala Road, SSN Marg",Highway,53.02,44.5,83.8,47.2,102.62,57.17,0.13,23.4,259.88,183.81,0.38,228.78,39.842666666666666
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Mehrauli-Gurgaon Road,5.72,11,1,2,Britannia Chowk,"Najafgarh Road, Kanjhawala Road",Main Road,30.98,25.92,47.92,26.23,54.47,30.0,0.06,18.25,175.62,112.47,0.19,115.92,33.38133333333333
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Mehrauli-Gurgaon Road,5.76,12,3,2,"Under IIT Flyover, MB Road (Saket Metro to Khanpur), NH-48 Gurugram Border","Shankar Road, Ashoka Road",Main Road,39.59,34.31,57.11,34.8,59.7,28.1,0.06,22.43,161.45,124.16,0.06,123.12,39.384
"Ashok Vihar, Delhi","Khan Market, Delhi",NH48,13.17,9,1,3,Adchini Village,"GT Road, Choudhary Fateh Singh Marg, Aurobindo Marg",Highway,47.34,38.95,78.18,42.19,106.19,62.48,0.13,11.04,250.9,174.51,0.49,218.62,38.878
"Ashok Vihar, Delhi","Khan Market, Delhi",Barapullah Corridor,39.59,8,2,2,"Kalindi Kunj Road, Ashram Chowk","Dwarka Link Road, Akbar Road",Main Road,100.14,78.75,183.32,92.23,292.15,171.88,0.4,26.84,684.53,432.33,-0.39,547.14,38.63933333333333
"Ashok Vihar, Delhi","Khan Market, Delhi",DND Flyway,32.72,11,1,3,Kalindi Kunj Road,"Dwarka Link Road, Tilak Marg, Akbar Road",Highway,87.95,69.39,158.89,79.85,240.66,140.29,0.33,27.55,559.15,379.0,-0.07,457.25,40.181333333333335
"Ashok Vihar, Delhi","Khan Market, Delhi",NH44,14.6,5,4,3,"Kashmiri Gate Ring Road, Dwarka Link Road, Barapullah Flyover, Rohini West Metro Station","Choudhary Fateh Singh Marg, Tilak Marg, GT Road",Internal Road,58.74,50.44,90.44,54.88,118.0,69.41,0.15,12.37,275.96,212.46,0.15,231.21,47.97333333333333
"Ashok Vihar, Delhi","Khan Market, Delhi",Rohtak Road,18.56,9,1,3,Barapullah Flyover,"Kanjhawala Road, Outer Ring Road, Choudhary Fateh Singh Marg",Highway,58.27,47.19,99.89,52.3,140.53,83.85,0.19,18.27,333.64,222.62,0.48,276.55,39.23733333333333
"Rithala, Delhi","Chhatarpur, Delhi",NH44,33.44,9,2,3,"Captain Gaud Marg, Rohini West Metro Station","Aurobindo Marg, Shankar Road, Choudhary Fateh Singh Marg",Highway,91.66,73.13,163.03,84.2,250.49,145.62,0.33,12.53,577.75,376.02,0.16,454.19,43.22933333333333
"Rithala, Delhi","Chhatarpur, Delhi",NH44,19.91,7,4,2,"Adchini Village, Peera Garhi Chowk, Barapullah Flyover, Captain Gaud Marg","Anuvrat Marg, SSN Marg",Main Road,68.05,56.7,111.37,62.83,153.59,89.56,0.2,15.14,380.51,236.4,-0.39,303.97,43.32733333333333
"Rithala, Delhi","Chhatarpur, Delhi",Mehrauli-Gurgaon Road,43.25,10,3,2,"Mukraba to Madhuban Chowk, Kashmiri Gate Ring Road, Captain Gaud Marg","Najafgarh Road, Ring Road",Highway,112.95,89.33,204.46,104.09,315.08,184.41,0.43,15.13,705.53,465.59,0.08,564.0,41.88333333333333
"Rithala, Delhi","Chhatarpur, Delhi",Rohtak Road,48.68,9,2,2,"Mukraba to Madhuban Chowk, Adchini Village","Shankar Road, Najafgarh Road",Main Road,119.34,93.21,221.21,109.78,352.11,200.73,0.49,27.15,798.41,555.78,0.12,656.96,39.245333333333335
"Rithala, Delhi","Chhatarpur, Delhi",Najafgarh Road,12.05,7,3,2,"Kashmiri Gate Ring Road, Peera Garhi Chowk, Ashram Chowk","Akbar Road, Outer Ring Road",Highway,48.42,41.0,76.02,44.09,99.49,55.08,0.12,10.1,261.1,188.93,-0.3,200.82,39.803333333333335
"Connaught Place, Delhi","Noida, Delhi",Outer Ring Road,19.79,10,1,3,Ashram Chowk,"Outer Ring Road, SSN Marg, Boulevard Road",Main Road,61.73,49.83,106.3,55.11,151.64,86.61,0.2,22.57,350.91,262.57,0.01,284.82,39.31933333333333
"Connaught Place, Delhi","Noida, Delhi",DND Flyway,23.83,9,2,1,"NH-48 Gurugram Border, Peera Garhi Chowk",Ashoka Road,Main Road,66.73,53.02,118.89,60.18,177.71,103.6,0.24,16.55,441.44,275.36,-0.14,362.73,32.58866666666667
"Connaught Place, Delhi","Noida, Delhi",Rohtak Road,31.02,8,2,1,"Ashram Chowk, Peera Garhi Chowk",Anuvrat Marg,Internal Road,80.16,63.05,146.2,73.16,227.38,133.91,0.31,25.38,564.39,357.72,-0.04,443.71,33.068
"Connaught Place, Delhi","Noida, Delhi",Mathura Road,22.71,6,1,1,Britannia Chowk,GT Road,Internal Road,57.52,44.97,105.95,52.58,177.5,97.82,0.23,24.72,432.32,285.61,-0.32,345.93,29.514
"Punjabi Bagh, Delhi","Wazirabad, Delhi",NH44,46.73,6,1,1,Britannia Chowk,Mathura Road,Internal Road,105.63,81.06,202.09,97.62,339.77,193.36,0.47,29.8,777.5,533.44,-0.04,610.15,31.115333333333332
